"ANO_EXERCICIO","COD_REFERENCIA","COD_ESFE","COD_ORUN_O","PRD_TBO0ORUN_1_TIT_CLASSIFICADOR","COD_ORUN_U","PRD_TBO0ORUN_TIT_CLASSIFICADOR","COD_FUNC","PRD_TBO0FUNC_TIT_CLASSIFICADOR","COD_SBFU","PRD_TBO0SBFU_TIT_CLASSIFICADOR","COD_PROG","PRD_TBO0PROG_TIT_CLASSIFICADOR","COD_ACAO","NOM_ACAO","COD_LOCG","NOM_LOCG","COD_BEMS","DES_BEM_SERVICO","COD_UNIDADE_MED","TIT_UNIDADE_MED"
2008,896789,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","86520000","Modernização das Redes Públicas Estadual e Municipal de Educação Profissional e Tecnológica",,,"ABEK","Escola modernizada",1,"unidade"
2008,896790,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","363","Ensino Profissional","1062","Desenvolvimento da Educação Profissional e Tecnológica","86520000","Modernização das Redes Públicas Estadual e Municipal de Educação Profissional e Tecnológica","86520001","Nacional","ABEK","Escola modernizada",1,"unidade"
2008,828207,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados",,,"0099","Criança atendida",1,"unidade"
2008,830416,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","0750","Apoio Administrativo","20100000","Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados","20100053","No Distrito Federal","0099","Criança atendida",1,"unidade"
2008,828106,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1061","Brasil Escolarizado","63510000","Distribuição de Materiais Educativos e Pedagógicos para a Educação Infantil",,,"AACQ","material pedagógico distribuído",1,"unidade"
2008,830692,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1061","Brasil Escolarizado","63510000","Distribuição de Materiais Educativos e Pedagógicos para a Educação Infantil","63510001","Nacional","AACQ","material pedagógico distribuído",1,"unidade"
2008,891259,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","86820000","Apoio à Elaboração da Proposta Pedagógica, Práticas e Recursos Pedagógicos para Educação Infantil",,,"AAZV","Sistema de Ensino Apoiado",1,"unidade"
2008,891751,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","86820000","Apoio à Elaboração da Proposta Pedagógica, Práticas e Recursos Pedagógicos para Educação Infantil","86820001","Nacional","AAZV","Sistema de Ensino Apoiado",1,"unidade"
2008,891254,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil",,,"0417","Escola equipada",2,"unidade"
2008,891611,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460001","Nacional","0417","Escola equipada",2,"unidade"
2008,891612,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460011","No Estado de Rondônia","0417","Escola equipada",2,"unidade"
2008,891613,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460012","No Estado do Acre","0417","Escola equipada",2,"unidade"
2008,891614,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460013","No Estado do Amazonas","0417","Escola equipada",2,"unidade"
2008,891615,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460014","No Estado de Roraima","0417","Escola equipada",2,"unidade"
2008,891616,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460015","No Estado do Pará","0417","Escola equipada",2,"unidade"
2008,891617,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460016","No Estado do Amapá","0417","Escola equipada",2,"unidade"
2008,891618,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460017","No Estado do Tocantins","0417","Escola equipada",2,"unidade"
2008,891619,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460021","No Estado do Maranhão","0417","Escola equipada",2,"unidade"
2008,891620,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460022","No Estado do Piauí","0417","Escola equipada",2,"unidade"
2008,891621,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460023","No Estado do Ceará","0417","Escola equipada",2,"unidade"
2008,891622,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460024","No Estado do Rio Grande do Norte","0417","Escola equipada",2,"unidade"
2008,891623,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460025","No Estado da Paraíba","0417","Escola equipada",2,"unidade"
2008,891624,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460026","No Estado de Pernambuco","0417","Escola equipada",2,"unidade"
2008,891625,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460027","No Estado de Alagoas","0417","Escola equipada",2,"unidade"
2008,891626,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460028","No Estado de Sergipe","0417","Escola equipada",2,"unidade"
2008,891627,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460029","No Estado da Bahia","0417","Escola equipada",2,"unidade"
2008,891628,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460031","No Estado de Minas Gerais","0417","Escola equipada",2,"unidade"
2008,891629,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460032","No Estado do Espírito Santo","0417","Escola equipada",2,"unidade"
2008,891630,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460033","No Estado do Rio de Janeiro","0417","Escola equipada",2,"unidade"
2008,891631,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460035","No Estado de São Paulo","0417","Escola equipada",2,"unidade"
2008,891632,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460041","No Estado do Paraná","0417","Escola equipada",2,"unidade"
2008,891633,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460042","No Estado de Santa Catarina","0417","Escola equipada",2,"unidade"
2008,891634,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460043","No Estado do Rio Grande do Sul","0417","Escola equipada",2,"unidade"
2008,891635,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460051","No Estado do Mato Grosso","0417","Escola equipada",2,"unidade"
2008,891636,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460052","No Estado de Goiás","0417","Escola equipada",2,"unidade"
2008,891637,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460053","No Distrito Federal","0417","Escola equipada",2,"unidade"
2008,891638,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","365","Educação Infantil","1448","Qualidade na Escola","87460000","Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil","87460054","No Estado do Mato Grosso do Sul","0417","Escola equipada",2,"unidade"
2008,845782,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","09200000","Concessão de Bolsa para Equipes de Alfabetização",,,"0051","Bolsa concedida",1,"unidade"
2008,848220,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","09200000","Concessão de Bolsa para Equipes de Alfabetização","09200001","Nacional","0051","Bolsa concedida",1,"unidade"
2008,891131,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","87900000","Apoio à Alfabetização e à Educação de Jovens e Adultos",,,"0301","Projeto apoiado",1,"unidade"
2008,891276,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","87900000","Apoio à Alfabetização e à Educação de Jovens e Adultos","87900001","Nacional","0301","Projeto apoiado",1,"unidade"
2008,891132,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","88220000","Incentivo à Leitura para Jovens e Adultos",,,"9997","Material de leitura disponibilizado",1,"unidade"
2008,891314,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","88220000","Incentivo à Leitura para Jovens e Adultos","88220001","Nacional","9997","Material de leitura disponibilizado",1,"unidade"
2008,891133,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","88230000","Distribuição de Materiais e Livros Didáticos para a Educação de Jovens e Adultos",,,"1103","Material distribuído",72,"unidade"
2008,891315,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","88230000","Distribuição de Materiais e Livros Didáticos para a Educação de Jovens e Adultos","88230001","Nacional","1103","Material distribuído",72,"unidade"
2008,891137,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","89550000","Qualificação da Oferta de Educação de Jovens e Adultos",,,"ABFO","Tecnologia educacional disponibilizada",1,"unidade"
2008,891322,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","366","Educação de Jovens e Adultos","1060","Brasil Alfabetizado e Educação de Jovens e Adultos","89550000","Qualificação da Oferta de Educação de Jovens e Adultos","89550001","Nacional","ABFO","Tecnologia educacional disponibilizada",1,"unidade"
2008,871168,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","63100000","Distribuição de Equipamentos para a Educação Especial",,,"0877","Escola atendida",2,"unidade"
2008,871318,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","63100000","Distribuição de Equipamentos para a Educação Especial","63100001","Nacional","0877","Escola atendida",2,"unidade"
2008,891232,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","82600000","Promoção de Acessibilidade na Educação",,,"ABEL","Instituição adaptada",1,"unidade"
2008,891564,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","82600000","Promoção de Acessibilidade na Educação","82600001","Nacional","ABEL","Instituição adaptada",1,"unidade"
2008,891229,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","86130000","Formação de Professores e Profissionais para a Educação Especial",,,"0274","Profissional formado",4,"unidade"
2008,891308,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","86130000","Formação de Professores e Profissionais para a Educação Especial","86130001","Nacional","0274","Profissional formado",4,"unidade"
2008,891231,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","86160000","Promoção do Acesso das Pessoas com Deficiência à Educação Profissional",,,"0424","Instituição apoiada",2,"unidade"
2008,891310,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","86160000","Promoção do Acesso das Pessoas com Deficiência à Educação Profissional","86160001","Nacional","0424","Instituição apoiada",2,"unidade"
2008,891230,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","89820000","Complementação ao Atendimento Especializado às Pessoas com Deficiência - PAED",,,"0005","Escola beneficiada",103,"unidade"
2008,891309,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","367","Educação Especial","1374","Desenvolvimento da Educação Especial","89820000","Complementação ao Atendimento Especializado às Pessoas com Deficiência - PAED","89820001","Nacional","0005","Escola beneficiada",103,"unidade"
2008,845804,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","392","Difusão Cultural","1061","Brasil Escolarizado","40450000","Distribuição de Acervos Bibliográficos para a Educação Básica",,,"1105","Exemplar distribuído",72,"unidade"
2008,848242,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","392","Difusão Cultural","1061","Brasil Escolarizado","40450000","Distribuição de Acervos Bibliográficos para a Educação Básica","40450001","Nacional","1105","Exemplar distribuído",72,"unidade"
2008,891263,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","392","Difusão Cultural","1448","Qualidade na Escola","88700000","Olimpíadas Escolares",,,"0130","Evento realizado",2,"unidade"
2008,891755,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","392","Difusão Cultural","1448","Qualidade na Escola","88700000","Olimpíadas Escolares","88700001","Nacional","0130","Evento realizado",2,"unidade"
2008,891248,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","422","Direitos Individuais, Coletivos e Difusos","1377","Educação para a Diversidade e Cidadania","87510000","Apoio à Inserção das Temáticas de Cidadania, Direitos Humanos e Meio Ambiente no Processo Educacional",,,"0301","Projeto apoiado",1,"unidade"
2008,891569,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","422","Direitos Individuais, Coletivos e Difusos","1377","Educação para a Diversidade e Cidadania","87510000","Apoio à Inserção das Temáticas de Cidadania, Direitos Humanos e Meio Ambiente no Processo Educacional","87510001","Nacional","0301","Projeto apoiado",1,"unidade"
2008,891249,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","422","Direitos Individuais, Coletivos e Difusos","1402","Educação em Direitos Humanos","89580000","Apoio à Inclusão da Temática Educação em Direitos Humanos nos Currículos dos Cursos da Educação Superior",,,"0301","Projeto apoiado",1,"unidade"
2008,891570,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","422","Direitos Individuais, Coletivos e Difusos","1402","Educação em Direitos Humanos","89580000","Apoio à Inclusão da Temática Educação em Direitos Humanos nos Currículos dos Cursos da Educação Superior","89580001","Nacional","0301","Projeto apoiado",1,"unidade"
2008,871150,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","573","Difusão do Conhecimento Científico e Tecnológico","1061","Brasil Escolarizado","2A740000","Infra-estrutura de Comunicações para a Educação Pública",,,"0005","Escola beneficiada",103,"unidade"
2008,871297,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","573","Difusão do Conhecimento Científico e Tecnológico","1061","Brasil Escolarizado","2A740000","Infra-estrutura de Comunicações para a Educação Pública","2A740001","Nacional","0005","Escola beneficiada",103,"unidade"
2008,891264,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","573","Difusão do Conhecimento Científico e Tecnológico","1448","Qualidade na Escola","86020000","Disseminação de Tecnologias Educacionais",,,"ABJV","Kit tecnológico educacional distribuído",157,"unidade"
2008,891756,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","573","Difusão do Conhecimento Científico e Tecnológico","1448","Qualidade na Escola","86020000","Disseminação de Tecnologias Educacionais","86020001","Nacional","ABJV","Kit tecnológico educacional distribuído",157,"unidade"
2008,891247,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","813","Lazer","1377","Educação para a Diversidade e Cidadania","87420000","Integração da Comunidade no Espaço Escolar",,,"7813","Escola apoiada",78,"unidade"
2008,891313,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","813","Lazer","1377","Educação para a Diversidade e Cidadania","87420000","Integração da Comunidade no Espaço Escolar","87420001","Nacional","7813","Escola apoiada",78,"unidade"
2008,891145,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB",,,"0000","-",205,"-"
2008,891341,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360001","Nacional","0000","-",205,"-"
2008,891350,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360011","No Estado de Rondônia","0000","-",205,"-"
2008,891351,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360012","No Estado do Acre","0000","-",205,"-"
2008,891352,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360013","No Estado do Amazonas","0000","-",205,"-"
2008,891353,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360014","No Estado de Roraima","0000","-",205,"-"
2008,891346,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360015","No Estado do Pará","0000","-",205,"-"
2008,891354,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360016","No Estado do Amapá","0000","-",205,"-"
2008,891355,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360017","No Estado de Tocantins","0000","-",205,"-"
2008,891345,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360021","No Estado do Maranhão","0000","-",205,"-"
2008,891347,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360022","No Estado do Piauí","0000","-",205,"-"
2008,891344,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360023","No Estado do Ceará","0000","-",205,"-"
2008,891356,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360024","No Estado do Rio Grande do Norte","0000","-",205,"-"
2008,891348,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360025","No Estado da Paraíba","0000","-",205,"-"
2008,891349,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360026","No Estado de Pernambuco","0000","-",205,"-"
2008,891342,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360027","No Estado de Alagoas","0000","-",205,"-"
2008,891357,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360028","No Estado de Sergipe","0000","-",205,"-"
2008,891343,"10","26000O","Ministério da Educação","26298U","Fundo Nacional de Desenvolvimento da Educação","12","Educação","846","Outros Encargos Especiais","1061","Brasil Escolarizado","0E360000","Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB","0E360029","No Estado da Bahia","0000","-",205,"-"
