2202251;Biblioteca Pública Municipal de Canavieira;Rua 7 de Setembro;s/n;Canavieira;Piauí;64833-000;Brazil;;;;0;PI;;0
2202554;Biblioteca Pública Municipal José Antônio Lopes;Rua João Maximiano Damasceno;172;Caridade do Piauí;Piauí;74590-000;Brazil;(89) 3464-0053;;;0;PI;;0
2202604;Biblioteca Municipal Elza Miguel Brandão;Pç. Getúlio Vargas;107;Castelo do Piauí;Piauí;64340-000;Brazil;(86) 9984-7525;;;0;PI;;0
2202711;Biblioteca Pública Municipal de Cocal de Telha;Rua Job de Macêdo;2344;Cocal de Telha;Piauí;64278-000;Brazil;;;;0;PI;;0
2202729;Biblioteca Pública Municipal Peti;Rua Felismina Rodrigues de Brito;s/n;Cocal dos Alves;Piauí;64238-000;Brazil;(8) 6333-1019;(8) 6333-1019;;0;PI;;0
2202752;Biblioteca Pública Municipal José Augusto de Araújo Costa;Av. Juscelino Kubitschek;s/n;Colônia do Gurguéia;Piauí;64885-000;Brazil;(89) 3538-1356;;;0;PI;;0
2203354;Biblioteca Pública Municipal;Rua José Valeriano de Sousa;s/n;Dirceu Arcoverde;Piauí;64785-000;Brazil;(89) 3587-1305;;;0;PI;;0
2203404;Biblioteca Pública Municipal Ana Rosa Pereira de Moura;Rua São João;18;Dom Expedito Lopes;Piauí;64620-000;Brazil;(89) 3444-1106;(89) 3444-1397;;0;PI;;0
2203420;Biblioteca Municipal Domingos Mourão;Pç. João de Brito;s/n;Domingos Mourão;Piauí;64250-000;Brazil;(86) 3278-1181;;;0;PI;;0
2203503;Biblioteca Pública Municipal Chico Chaves;Rua da Usina;71;Elesbão Veloso;Piauí;64325-000;Brazil;(86) 9406-4166;;;0;PI;;0
2203701;Biblioteca Pública Municipal Antônio Otávio de Melo;Pç. Diógenes Rebelo;868;Esperantina;Piauí;64180-000;Brazil;(86) 3383-2933;;;0;PI;;0
2204402;Biblioteca Pública Municipal de Gilbués;Rua Fortunato Mascarenhas;s/n;Gilbués;Piauí;64930-000;Brazil;(89) 3578-1282;;;0;PI;;0
2204659;Biblioteca Pública Municipal Maria Luiza da Costa;Rua Projetada I;229;Ilha Grande;Piauí;64224-000;Brazil;(86) 3323-0087;(86) 3323-0143;;0;PI;;0
2204709;Biblioteca Municipal Fonte de Cultura;Rua Acelino Almeida;120;Inhuma;Piauí;64535-000;Brazil;(89) 3477-1214;;;0;PI;;0
2204808;Biblioteca Pública Municipal Joel Borges;Rua José do Rego;s/n;Ipiranga do Piauí;Piauí;64540-000;Brazil;(89) 3440-1021;;;0;PI;;0
2205003;Biblioteca Municipal Wilson da Luz Silva;Rua Francisco Xavier de Oliveira;29;Itainópolis;Piauí;64565-970;Brazil;(89) 3446-1454;(89) 3446-1113;;0;PI;;0
2205250;Biblioteca Pública Municipal de Jardim Mulato;Rua João Barbosa;s/n;Jardim do Mulato;Piauí;64495-000;Brazil;(86) 9422-4529;;;0;PI;;0
2205524;Biblioteca Pública Municipal Júlio Braga;Rua Denominação;68;Júlio Borges;Piauí;64963-000;Brazil;(89) 3553-0040;(89) 3553-0014;;0;PI;;0
2205532;Biblioteca Municipal Júlia Ribeiro Soares;Av. Marcelo Castro;s/n;Jurema;Piauí;64782-000;Brazil;(89) 3591-0006;;;0;PI;;0
2205565;Biblioteca Pública Municipal Professor Cipriano Alberto da Costa;Rua Tancredo Neves;s/n;Lagoa do Barro do Piauí;Piauí;64768-000;Brazil;(89) 3498-0063;;;0;PI;;0
2205581;Biblioteca Pública Municipal Edilson Ferreira de Medeiros;Rua Humberto de Oliveira Silva;1160;Lagoa do Piauí;Piauí;64388-000;Brazil;(86) 3259-1141;;;0;PI;;0
2205599;Biblioteca Pública Municipal Luís Félix da Silva;Rua Zeca de Sousa;s/n;Lagoa do Sítio;Piauí;64308-000;Brazil;(89) 3467-1104;;;0;PI;;0
2205540;Biblioteca Municipal Professor Umiralice Alves de Sousa;Av. Principal;641;Lagoinha do Piauí;Piauí;64465-000;Brazil;(86) 3286-0022;;;0;PI;;0
2205607;Biblioteca Pública Municipal Doutor José Ribamar Neiva Ferreira;Rua Emídio Martins Moreira;s/n;Landri Sales;Piauí;64500-000;Brazil;(89) 3542-1135;;;0;PI;;0
2205706;Biblioteca Municipal Estudante Ricardo Lima Araújo;Rua Edilson Araújo;419;Luís Correia;Piauí;64220-000;Brazil;(86) 3367-1496;(86) 3367-1496;;0;PI;;0
2205805;Biblioteca Pública Municipal Maria da Conceição dos Reis;Av. Presidente Vargas;s/n;Luzilândia;Piauí;64160-000;Brazil;;;;0;PI;;0
2205854;Biblioteca Pública Municipal Professora Maria das Graças Ramos;Av. José Rodrigues;s/n;Madeiro;Piauí;61168-000;Brazil;;;;0;PI;;0
2205953;Biblioteca Pública Municipal Professora Rejane Barbosa;Av. Corintos Matos;s/n;Marcolândia;Piauí;64665-000;Brazil;(89) 3439-1174;(89) 3439-1174;;0;PI;;0
2206407;Biblioteca Pública Municipal Professora Antônia Medeiros Noronha Pessoa;Av. Joel Mendes;662;Monsenhor Gil;Piauí;64450-000;Brazil;(86) 3258-1133;(86) 3258-1166;;0;PI;;0
2206506;Biblioteca Pública Municipal Professor Francisco Richard Bezerra;Av. Carlos Libório;390;Monsenhor Hipólito;Piauí;64650-970;Brazil;(89) 3433-1112;;;0;PI;;0
2207355;Biblioteca Municipal de Pajeú;Av. Maria Antunes Ribeiro;s/n;Pajeú do Piauí;Piauí;64898-000;Brazil;(89) 3532-0100;(89) 3532-0063;;0;PI;;0
2207405;Biblioteca Pública Municipal Solange Lemos;Pç. Né Luz;322;Palmeira do Piauí;Piauí;64925-000;Brazil;(89) 3568-1256;(89) 3568-1256;;0;PI;;0
2207702;Biblioteca Municipal de Parnaíba;Rua Duque de Caxias;614;Parnaíba;Piauí;64000-000;Brazil;;(86) 3315-1052;;0;PI;;0
2207793;Biblioteca Pública Municipal Alice Maria de Paiva Costa;Av. Otília Maria de Paiva;670;Pau D'Arco do Piauí;Piauí;64295-000;Brazil;(86) 3275-0006;;;0;PI;;0
2207801;Biblioteca Pública Municipal Professor Walfredo José da Costa;Av. Marechal Deodoro;301;Paulistana;Piauí;64750-000;Brazil;;;;0;PI;;0
2207900;Biblioteca Pública Municipal Padre Áureo;Rua Corinto Andrade;375;Pedro II;Piauí;64255-000;Brazil;(86) 3271-1662;;;0;PI;;0
2208205;Biblioteca Pública Municipal Professor João Suassuna de Melo;Rua Major Vitalino Bezerra;401;Pio IX;Piauí;64660-000;Brazil;(89) 3453-1184;;;0;PI;;0
2208403;Biblioteca Municipal Casa das Letras;Rua Professor Bem;460;Piripiri;Piauí;64260-000;Brazil;(86) 3276-3659;;;0;PI;;0
2208650;Biblioteca Pública Municipal Queimada Nova;Av. Egídio Coelho;s/n;Queimada Nova;Piauí;64758-000;Brazil;(89) 3495-0099;;;0;PI;;0
2208700;Biblioteca Pública Municipal de Redenção do Gurgueia;Rua José Dário dos Santos;437;Redenção do Gurguéia;Piauí;64915-000;Brazil;(89) 3566-1450;;;0;PI;;0
2208809;Biblioteca Pública Municipal Professor Manoel Paulo Nunes;Av. Alberto Leal Nunes;s/n;Regeneração;Piauí;64490-000;Brazil;(86) 3293-1211;(86) 3293-1197;;0;PI;;0
2209153;Biblioteca Pública Municipal Padre Valdeci do Espírito Santo;Av. Antônio Tomé;s/n;Santa Cruz dos Milagres;Piauí;64315-000;Brazil;(89) 3469-1200;(89) 3469-1118;;0;PI;;0
2209351;Biblioteca Pública Municipal Novos Horizontes;Rua 21 de Abril;167;Santana do Piauí;Piauí;64615-000;Brazil;(89) 3443-1112;;;0;PI;;0
2209609;Biblioteca Pública Municipal Seminarista João de Deus Cunha;Rua Pedro Custódio;511;São Félix do Piauí;Piauí;64375-000;Brazil;(89) 3295-1134;;;0;PI;;0
2209872;Biblioteca Municipal Cícero Justino Machado;Rua São Paulo;360;São João da Fronteira;Piauí;64243-000;Brazil;(86) 3345-1195;(86) 3345-1195;;0;PI;;0
2209955;Biblioteca Pública Municipal de São João da Varjota;Av. Tibério Siqueira;s/n;São João da Varjota;Piauí;64510-000;Brazil;(89) 3478-0004;(89) 3478-0081;;0;PI;;0
2209971;Biblioteca Municipal Joaquim Canuto;Av. Vicente Augusto;1196;São João do Arraial;Piauí;64155-000;Brazil;(86) 3385-1107;;;0;PI;;0
2210003;Biblioteca Pública Municipal Osvaldo Santos;Av. Cândido Coelho;s/n;São João do Piauí;Piauí;64760-000;Brazil;;;;0;PI;;0
2210102;Biblioteca Pública Municipal Maria do Socorro Carvalho Coelho;Rua Francisco Mendes;s/n;São José do Peixe;Piauí;64555-000;Brazil;(89) 3554-1101;(89) 3554-1101;;0;PI;;0
2210201;Biblioteca Pública Municipal Ministério da Cultura;Av. Central;447;São José do Piauí;Piauí;64625-000;Brazil;(89) 3447-1214;;;0;PI;;0
2210300;Biblioteca Pública Municipal Manuel José de Carvalho;Trav. Emídio da Costa Nogueira;373;São Julião;Piauí;64670-000;Brazil;(89) 3438-1120;(89) 3438-1169;;0;PI;;0
2210508;Biblioteca Pública Municipal Eduardo Batista Soares;Av. Presidente Vargas;588;São Pedro do Piauí;Piauí;64430-000;Brazil;(86) 3280-1578;;;0;PI;;0
2210607;Biblioteca Pública Municipal Professora Hercília Deusdará da Silva;Av. Professor João Mendes;s/n;São Raimundo Nonato;Piauí;64770-000;Brazil;(89) 9411-9415;;;0;PI;;0
2210623;Biblioteca Pública Municipal Sebastião Barros;Av. 1.º de Janeiro;s/n;Sebastião Barros;Piauí;64985-000;Brazil;(89) 3564-0064;;;0;PI;;0
2210631;Biblioteca Pública Municipal Ani Heinrich Sanders;Rua São José;s/n;Sebastião Leal;Piauí;64873-000;Brazil;(89) 3545-0062;;;0;PI;;0
2210805;Biblioteca Pública Municipal José Severiano da Costa Andrade;Rua Santos Dumont;s/n;Simplício Mendes;Piauí;64700-000;Brazil;(89) 3482-1454;;;0;PI;;0
2211001;Biblioteca de Artes Professor Wall Ferraz;Rua Rui Barbosa;348;Teresina;Piauí;64000-000;Brazil;(86) 3215-7849;(86) 3215-7849;;0;PI;;0
2211001;Biblioteca Pública Municipal Abdias Neves;Rua Coelho Rodrigues;954;Teresina;Piauí;64000-070;Brazil;(86) 3215-7824;(86) 3215-7825;;0;PI;;0
2211001;Biblioteca Pública Municipal Da Costa e Silva;Rua Monteiro Lobato;1226;Teresina;Piauí;64005-300;Brazil;(86) 3215-7910;(86) 3215-7818;;0;PI;;0
2211001;Biblioteca Pública Municipal H. Dobal;Rua Rotary Club;3840;Teresina;Piauí;64056-710;Brazil;(86) 3215-7910;;;0;PI;;0
2211001;Biblioteca Pública Municipal São João;Rua Coronel Belizário da Cunha;631;Teresina;Piauí;64046-490;Brazil;(86) 3215-7871;;;0;PI;;0
2211100;Biblioteca Municipal Monteiro Lobato;Rua David Caldas;s/n;União;Piauí;64120-000;Brazil;(86) 3265-1330;;;0;PI;;0
2211407;Biblioteca Pública Municipal Maria das Graças Vasconcelos;Av. Luís Honório de Oliveira;s/n;Várzea Grande;Piauí;64525-970;Brazil;(89) 3471-1203;;;0;PI;;0
2211605;Biblioteca Pública Municipal Patativa do Assaré;Av. Central;275;Vila Nova do Piauí;Piauí;64688-000;Brazil;(89) 3437-0068;(89) 3437-0075;;0;PI;;0
3300100;Biblioteca Pública Municipal Professor Guilherme Briggs;Pç. Marquês de Tamandaré;116;Angra dos Reis;Rio de Janeiro;23900-000;Brazil;(24) 3377-1958;;;0;RJ;;0
3300100;Biblioteca Pública Pedro Gabriel;Av. Projetada;s/n;Angra dos Reis;Rio de Janeiro;23903-000;Brazil;(24) 3369-4144;;;0;RJ;;0
3300159;Biblioteca Pública Municipal Junito de Souza Brandão;Rua Sebastiana Rodrigues Leal;71;Aperibé;Rio de Janeiro;28485-000;Brazil;(2) 1813-3078;;;0;RJ;;0
3300209;Biblioteca Pública Municipal Professor Carlos Élio Vogas da Silva;Pç. Antônio Maria Raposo;s/n;Araruama;Rio de Janeiro;28970-000;Brazil;;;;0;RJ;;0
3300225;Biblioteca Pública Municipal Magnólia Marinho Rego;Rua João Pedro da Silveira;38;Areal;Rio de Janeiro;25845-000;Brazil;;;;0;RJ;;0
3300233;Biblioteca Pública Municipal Francisca Maria de Souza;Av. José Bento Ribeiro Dantas;815 Ljs. 6 e 7;Armação dos Búzios;Rio de Janeiro;28950-000;Brazil;;;;0;RJ;;0
3300308;Biblioteca Municipal Rosemar Pimentel;Rua Doutor Luiz Barbosa;200;Barra do Piraí;Rio de Janeiro;27115-000;Brazil;(24) 2443-2566;(24) 2443-2566;;0;RJ;;0
3300407;Biblioteca Pública Municipal Professora Adelaide da Cunha Franco;Pç. da Bandeira;s/n;Barra Mansa;Rio de Janeiro;27355-030;Brazil;(24) 3326-0405;;;0;RJ;;0
3300456;Biblioteca Pública Municipal Jornalista Tim Lopes;Av. Bob Kennedy;s/n;Belford Roxo;Rio de Janeiro;26115-560;Brazil;(21) 2761-7338;;;0;RJ;;0
3300506;Biblioteca Pública Municipal João XXIII;Rua Mozart Serpa de Carvalho;190;Bom Jardim;Rio de Janeiro;28660-000;Brazil;(22) 2566-3032;;;0;RJ;;0
3300605;Biblioteca Municipal Rogério Figueiredo;Rua Expedicionário Paulo Moreira;s/n;Bom Jesus do Itabapoana;Rio de Janeiro;28360-000;Brazil;;;;0;RJ;;0
3300704;Biblioteca Pública Municipal Professor Walter Nogueira;Pç. Dom Pedro II;47;Cabo Frio;Rio de Janeiro;28906-200;Brazil;(22) 2646-5830;;;0;RJ;;0
3300803;Biblioteca Pública Municipal Cônego Leocílio Nunes;Av. Governador Roberto Silveira;146;Cachoeiras de Macacu;Rio de Janeiro;28680-000;Brazil;(21) 2649-1240;;;0;RJ;;0
3301009;Biblioteca Municipal Nilo Peçanha;Pç. da Bandeira;s/n;Campos dos Goytacazes;Rio de Janeiro;28030-550;Brazil;(22) 2723-0449;(22) 2733-2530;;0;RJ;;0
3301108;Biblioteca Pública Municipal Acácio Ferreira Dias;Rua David Costa Lage;s/n;Cantagalo;Rio de Janeiro;28500-000;Brazil;(22) 2555-5323;;;0;RJ;;0
3300936;Biblioteca Pública Municipal de Carapebus;Rua Nicolau Zulo;s/n;Carapebus;Rio de Janeiro;27998-000;Brazil;(22) 2768-9500;;;0;RJ;;0
3301157;Biblioteca Pública Municipal Professora Elma Vieira Privatti Caldeira;Rua Joel Reis;143;Cardoso Moreira;Rio de Janeiro;28180-000;Brazil;(22) 2785-1147;(22) 2785-1147;;0;RJ;;0
3301207;Biblioteca Pública Municipal Áglia Abreu Cunha;Rua José Lino da Silveira;47;Carmo;Rio de Janeiro;28644-000;Brazil;(22) 2537-9500;;;0;RJ;;0
3301207;Biblioteca Pública Municipal Esperidião Calil;Rua Esperidião Calil;208;Carmo;Rio de Janeiro;28642-000;Brazil;(22) 2537-9504;;;0;RJ;;0
3301207;Biblioteca Pública Municipal José Flejo Wermelinger Ribeiro;Rua Sebastião Ferreira da Costa;206;Carmo;Rio de Janeiro;28640-000;Brazil;(22) 2537-1831;;;0;RJ;;0
3301207;Biblioteca Pública Municipal Padre Aprígio J. B. de Moraes;Pç. Princesa Isabel;s/n;Carmo;Rio de Janeiro;28864-000;Brazil;(22) 2537-1300;;;0;RJ;;0
3301306;Biblioteca Pública Municipal Carlos Drummond de Andrade;Av. Bernardo Gomes;338;Casimiro de Abreu;Rio de Janeiro;28880-000;Brazil;(22) 2774-5109;;;0;RJ;;0
3301306;Biblioteca Pública Municipal Farias Brito;Rua Moisés Santos;188;Casimiro de Abreu;Rio de Janeiro;28860-000;Brazil;;;;0;RJ;;0
3301306;Biblioteca Pública Municipal Monteiro Lobato;Rua Um;s/n;Casimiro de Abreu;Rio de Janeiro;28860-000;Brazil;;;;0;RJ;;0
3301306;Biblioteca Pública Municipal Tiradentes;Rua Padre Francisco Maria Talli;10;Casimiro de Abreu;Rio de Janeiro;28860-000;Brazil;;;;0;RJ;;0
3300951;Biblioteca Pública Municipal Euclides da Cunha;Rua Josefina Gasparian;6;Comendador Levy Gasparian;Rio de Janeiro;25870-000;Brazil;(24) 8836-4348;;;0;RJ;;0
3301405;Biblioteca Pública Municipal 7 de Setembro;Rua Etelvino da Silva Gomes;29;Conceição de Macabu;Rio de Janeiro;28740-000;Brazil;(22) 2227-7930;;;0;RJ;;0
3301504;Biblioteca Pública Municipal Professor Ítalo Mileno Lopes;Rua Raul Veiga;135;Cordeiro;Rio de Janeiro;28540-000;Brazil;(22) 2551-2474;;;0;RJ;;0
3301603;Biblioteca Pública Municipal Recanto Cultural;Rua Ciro Gonçalves de Brito;88;Duas Barras;Rio de Janeiro;28650-000;Brazil;(22) 2534-1212;(22) 2524-1212;;0;RJ;;0
3301702;Biblioteca Governador Leonel de Moura Brizola;Pç. do Pacificador;s/n;Duque de Caxias;Rio de Janeiro;25020-060;Brazil;(21) 2672-3155;(21) 2672-3155;;0;RJ;;0
3301702;Biblioteca Pública de Jardim Primavera;Av. Jornalista Moacir Padilha;s/n;Duque de Caxias;Rio de Janeiro;25215-000;Brazil;(21) 2676-8266;;;0;RJ;;0
3301702;Biblioteca Pública de Xerém - Ferreira Goulart;Pç. Engenheiro Leão de Moura;s/n;Duque de Caxias;Rio de Janeiro;25450-270;Brazil;(21) 2679-1454;;;0;RJ;;0
3301702;Biblioteca Pública Municipal de Imbariê;Av. Coronel Sisson 2;Lotes 14-15;Duque de Caxias;Rio de Janeiro;25266-000;Brazil;(21) 8622-8260;;;0;RJ;;0
3301801;Biblioteca Pública Municipal Augusto Conrado Bordalo;Rua dos Xavantes;185;Engenheiro Paulo de Frontin;Rio de Janeiro;26650-000;Brazil;(24) 2463-2535;;;0;RJ;;0
3301801;Biblioteca Pública Municipal Coryntho de Souza;Pç. Roger Malhardes s/n;s/n;Engenheiro Paulo de Frontin;Rio de Janeiro;26650-000;Brazil;;;;0;RJ;;0
3301850;Biblioteca Pública Municipal Damião Ferreira;Rua Alcindo Guarabara;120;Guapimirim;Rio de Janeiro;25940-000;Brazil;(21) 2632-2652;;;0;RJ;;0
3301876;Biblioteca Municipal Professor Elysio Pacheco Paes;Av. Paulino Rodrigues de Souza;2137;Iguaba Grande;Rio de Janeiro;28960-000;Brazil;(22) 2624-2888;;;0;RJ;;0
3301900;Biblioteca Municipal Joaquim Manoel de Macedo;Pç. Marechal Floriano Peixoto;39;Itaboraí;Rio de Janeiro;24800-000;Brazil;(21) 3639-1284;;;0;RJ;;0
3302007;Biblioteca Municipal Machado de Assis;Rua Ismael Cavalcante;s/n;Itaguaí;Rio de Janeiro;23815-160;Brazil;(21) 2688-8460;;;0;RJ;;0
3302056;Biblioteca Pública Machado de Assis;Rua Olívia Faria;152;Italva;Rio de Janeiro;28250-000;Brazil;(22) 2783-4047;;;0;RJ;;0
3302106;Biblioteca Pública Municipal Professora Otacília Barbosa Figueira;Pç. Rui Barbosa;s/n;Itaocara;Rio de Janeiro;28570-000;Brazil;(22) 3861-2250;;;0;RJ;;0
3302254;Biblioteca Pública Municipal de Itatiaia Dona Mariúcha - BIPUIM;Rua José Francisco Zikan;s/n;Itatiaia;Rio de Janeiro;27580-000;Brazil;(24) 3352-4020;;;0;RJ;;0
3302270;Biblioteca Pública Municipal Carlos de Souza;Av. Lucy Pereira;226;Japeri;Rio de Janeiro;26435-220;Brazil;(21) 2670-4337;;;0;RJ;;0
3302403;Biblioteca Pública Municipal Doutor Télio Barreto;Av. Rui Barbosa;780;Macaé;Rio de Janeiro;27910-360;Brazil;(22) 2759-0889;;;0;RJ;;0
3302403;Biblioteca Pública Municipal Henriqueta da Costa Marotti;Rua Lauro Gonçalves;s/n;Macaé;Rio de Janeiro;27985-000;Brazil;(22) 2793-4044;;;0;RJ;;0
3302403;Biblioteca Pública Municipal Osmar Sardemberg;Rua José de Jesus Júnior;25;Macaé;Rio de Janeiro;27995-000;Brazil;(22) 2793-2760;;;0;RJ;;0
3302452;Biblioteca Pública Municipal Maria Ilza Rocha de Albuquerque;Rua Mário Freire Martins;s/n;Macuco;Rio de Janeiro;28545-000;Brazil;(22) 2554-9100;;;0;RJ;;0
3302601;Biblioteca Municipal Ary Parreiras;Rua Coronel Moreira da Silva;232;Mangaratiba;Rio de Janeiro;23860-000;Brazil;(21) 2789-4003;;;0;RJ;;0
3302601;Biblioteca Pública Municipal Frei Afonso Jorge Braga;Rua 15 de Novembro;s/n;Mangaratiba;Rio de Janeiro;23800-000;Brazil;(21) 2780-5543;;;0;RJ;;0
3302700;Biblioteca Pública Municipal Professora Leonor Leite Bastos de Souza;Pç. Doutor Orlando Bastos Pimentel;118;Maricá;Rio de Janeiro;24900-000;Brazil;(21) 3731-1432;;;0;RJ;;0
3302809;Biblioteca Pública Municipal Guiomar Rocha Rinaldi;Pç. Carlos Gomes;28;Mendes;Rio de Janeiro;26700-000;Brazil;;;;0;RJ;;0
3302858;Biblioteca Salão de Leitura Poeta João Prado;Pç. João Luiz do Nascimento;s/n;Mesquita;Rio de Janeiro;26551-530;Brazil;(21) 3763-4310;;;0;RJ;;0
3302908;Biblioteca Pública Municipal Doutor Francisco Peralta;Rua Luiz Pamplona;122;Miguel Pereira;Rio de Janeiro;26900-000;Brazil;(24) 2484-6411;;;0;RJ;;0
3302908;Biblioteca Pública Municipal Esther Malheiros Maciokas;Rua Francisco Antônio Marinho Andreoli;380;Miguel Pereira;Rio de Janeiro;26920-000;Brazil;;;;0;RJ;;0
3302908;Biblioteca Pública Municipal Vereador Adalmar Correa da Silva;Pç. 31 de Março;s/n;Miguel Pereira;Rio de Janeiro;26900-000;Brazil;(24) 2481-6114;;;0;RJ;;0
3303005;Biblioteca Municipal Doutor Ururahy de Mattos Macedo;Pça. Ary Parreiras;171;Miracema;Rio de Janeiro;28460-000;Brazil;(22) 3852-0542;;;0;RJ;;0
3303005;Biblioteca Pública Municipal Julieta Damasceno;Trav. Jamil Cardoso;s/n;Miracema;Rio de Janeiro;28460-000;Brazil;(22) 3852-0542;;;0;RJ;;0
3303104;Biblioteca Pública Municipal Professor Francisco de Assis;Rua Deputado Fausto de Faria;11;Natividade;Rio de Janeiro;28380-000;Brazil;;;;0;RJ;;0
3303203;Biblioteca Pública Municipal Rui Barbosa;Av. Getúlio de Moura;1175;Nilópolis;Rio de Janeiro;26510-001;Brazil;(21) 3761-3658;(21) 2792-2173;;0;RJ;;0
3303302;Biblioteca Popular Municipal Albertina Fortuna Barros;Estrada Caetano Monteiro;820;Niterói;Rio de Janeiro;24320-570;Brazil;(21) 2707-7022;;;0;RJ;;0
3303302;Biblioteca Popular Municipal Agnaldo Pereira de Macedo;Rua Tenente Osório;73;Niterói;Rio de Janeiro;24130-209;Brazil;(21) 3607-8479;;;0;RJ;;0
3303302;Biblioteca Pública Municipal Cora Coralina;Rua Visconde de Uruguai;300;Niterói;Rio de Janeiro;24030-076;Brazil;(21) 2717-3289;;;0;RJ;;0
3303302;Biblioteca Pública Municipal Lídice Fróes Rodrigues;Av. Carlos Ermelindo Martins;34;Niterói;Rio de Janeiro;24370-190;Brazil;(21) 2715-4020;;;0;RJ;;0
3303302;Biblioteca Pública Municipal Silvestre Mônaco;Est. Francisco da Cruz Nunes;3528;Niterói;Rio de Janeiro;24350-310;Brazil;(21) 2608-1773;;;0;RJ;;0
3303401;Biblioteca Municipal de Nova Friburgo;Rua Doutor Farinha Filho;50;Nova Friburgo;Rio de Janeiro;28610-280;Brazil;(22) 2521-1761;;;0;RJ;;0
3303500;Biblioteca Pública Central Professor Cial Brito;Rua Getúlio Vargas;51;Nova Iguaçu;Rio de Janeiro;26255-060;Brazil;(21) 2667-2631;;;0;RJ;;0
3303609;Biblioteca Pública Municipal Demisthóclidis Baptista;Rua Álvaro Leal Cardoso;s/n;Paracambi;Rio de Janeiro;26600-000;Brazil;(21) 2683-2853;;;0;RJ;;0
3303708;Biblioteca Municipal Ana Mariana Barbosa;Av. Juventino Laranja;s/n;Paraíba do Sul;Rio de Janeiro;25865-000;Brazil;(24) 2266-0966;;;0;RJ;;0
3303708;Biblioteca Pública Municipal Carolina do Amaral Andrade;Rua José Rodrigues Silva;96;Paraíba do Sul;Rio de Janeiro;25850-000;Brazil;(24) 2266-1366;;;0;RJ;;0
3303708;Biblioteca Pública Municipal Maria da Conceição Almada Passos;Pç. Garcia;96;Paraíba do Sul;Rio de Janeiro;25850-000;Brazil;(24) 2263-1306;;;0;RJ;;0
3303807;Biblioteca Municipal Fábio Villaboim;Largo de Santa Rita;s/n;Parati;Rio de Janeiro;23970-000;Brazil;(24) 3371-1056;(24) 3371-1056;;0;RJ;;0
3303856;Biblioteca Pública Municipal Joaquim Osório Duque Estrada;Pç. Velho de Avelar;s/n;Paty do Alferes;Rio de Janeiro;26950-000;Brazil;(24) 2485-2267;(24) 2485-2267;;0;RJ;;0
3303906;Biblioteca Central Municipal Gabriela Mistral;Pç. Visc. de Mauá;305;Petrópolis;Rio de Janeiro;25685-380;Brazil;(24) 2233-1226;(24) 2233-1226;;0;RJ;;0
3303955;Biblioteca Pública Prefeito Aurelino Gonçalves Barbosa;Pç. Teixeira Campos;s/n;Pinheiral;Rio de Janeiro;27197-000;Brazil;;;;0;RJ;;0
3304003;Biblioteca Pública de Santanésia Celeiro das Letras;Av. Professora Beatriz Heloísa Figueira;488;Piraí;Rio de Janeiro;27195-000;Brazil;;;;0;RJ;;0
3304003;Biblioteca Pública Municipal;Rua Doutor Antônio Garcia da Silveira;16;Piraí;Rio de Janeiro;21750-000;Brazil;(24) 2431-9963;;;0;RJ;;0
3304102;Biblioteca Pública Municipal Eloy Vieira Lannes;Pç. Antônio Amado;100;Porciúncula;Rio de Janeiro;28390-000;Brazil;(22) 3842-2900;;;0;RJ;;0
3304110;Biblioteca Pública Municipal de Povo -  Porto Real;Rua Estevam Pederassi;340;Porto Real;Rio de Janeiro;27570-000;Brazil;(24) 3353-1621;;;0;RJ;;0
3304128;Biblioteca Pública Municipal Professora Maria Aparecida de Almeida Mendonça;Rua José de Freitas;07;Quatis;Rio de Janeiro;27400-000;Brazil;(24) 3353-6455;;;0;RJ;;0
3304144;Biblioteca Pública Professor José Reinaldo dos Santos Halm;Rua Hortência;6;Queimados;Rio de Janeiro;26310-000;Brazil;(21) 3698-6693;;;0;RJ;;0
3304151;Biblioteca Municipal de Quissamã;Rua Comendador José Julião;208;Quissamã;Rio de Janeiro;28735-000;Brazil;(22) 2768-1306;(22) 2768-1306;;0;RJ;;0
3304201;Biblioteca Municipal Jandyr César Sampaio;Pç. Doutor Oliveira Botelho;282/298/300;Resende;Rio de Janeiro;27511-120;Brazil;(24) 3354-5031;;;0;RJ;;0
3304201;Biblioteca Pública Municipal Zulmira de Mello Bastos;Av. das Camélias;s/n;Resende;Rio de Janeiro;27555-000;Brazil;(21) 3357-1881;;;0;RJ;;0
3304300;Biblioteca Pública Municipal Doutor Celso Peçanha;Rua 15 de Novembro;210 1.º andar;Rio Bonito;Rio de Janeiro;28800-000;Brazil;(21) 2734-0911;;;0;RJ;;0
3304409;Biblioteca Pública Municipal de Lídice;Rua Vereador Guilherme Soares de Araújo;40;Rio Claro;Rio de Janeiro;27460-000;Brazil;;;;0;RJ;;0
3304409;Biblioteca Pública Municipal de Passa Três;Rua Victor Konder;410;Rio Claro;Rio de Janeiro;27460-000;Brazil;;;;0;RJ;;0
3304409;Biblioteca Pública Municipal Professora Ana de Sá Alves;Rua Presidente Vargas;98;Rio Claro;Rio de Janeiro;27460-000;Brazil;(21) 3332-1717;(21) 3332-1717;;0;RJ;;0
3304508;Biblioteca Municipal Emmanuel Guimarães;Rua Aniceto de Medeiros Corrêa;156;Rio das Flores;Rio de Janeiro;27660-000;Brazil;;;;0;RJ;;0
